                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     89,                 1.5158,                 1.3009,                 2.3111,                0.83392,                 0.7904,                0.87433,                0.54964,                 1.2889,                 2.6826,                 2.1467,               0.009032,               0.009032,               0.009032
                     90,                 1.5764,                 1.4065,                 2.3087,                0.78851,                0.38532,                0.62903,                0.34345,                 1.5385,                 3.6724,                 2.3637,               0.009021,               0.009021,               0.009021
                     91,                 1.5492,                 1.3473,                 2.2889,                0.55202,                0.80776,                 0.7708,                0.44007,                 1.4448,                 1.8208,                 2.2572,                0.00901,                0.00901,                0.00901
                     92,                 1.5162,                  1.337,                 2.2312,                0.57303,                 0.6326,                  0.597,                0.33727,                 1.4482,                 2.1035,                 2.2967,               0.008999,               0.008999,               0.008999
                     93,                 1.5692,                  1.382,                 2.3725,                0.36299,                0.22745,                 0.1769,                0.05578,                 3.0084,                 4.4775,                 4.7009,               0.008988,               0.008988,               0.008988
                     94,                 1.6864,                 1.3795,                 2.3822,                0.67472,                0.39537,                0.46981,                0.29019,                 1.6664,                 2.4715,                 2.4406,               0.008977,               0.008977,               0.008977
                     95,                 1.6296,                 1.3906,                 2.3637,                0.57925,                0.56512,                0.53108,                0.34947,                 1.4225,                 2.2485,                 2.2484,               0.008966,               0.008966,               0.008966
                     96,                 1.5081,                 1.2352,                 2.2293,                0.76852,                0.62253,                0.64902,                0.39251,                 1.7581,                  2.168,                 2.5975,               0.008955,               0.008955,               0.008955
                     97,                  1.517,                 1.1634,                 2.2603,                0.49713,                0.61331,                0.53249,                0.31143,                   1.62,                 1.8807,                 2.5137,               0.008944,               0.008944,               0.008944
                     98,                 1.6688,                 1.3458,                 2.4167,                0.31479,                0.39357,                0.29229,                0.13218,                 1.6522,                 3.1413,                 2.4815,               0.008933,               0.008933,               0.008933
