                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     75,                 1.6444,                 1.6072,                 1.9813,                0.69401,                0.76461,                0.84453,                0.40589,                 1.6176,                 3.6552,                 2.3494,               0.008779,               0.008779,               0.008779
                     76,                 1.5581,                 1.5116,                 1.9716,                 0.4045,                0.34706,                0.37296,                 0.2153,                 2.4993,                 3.5986,                 3.0964,              0.0087625,              0.0087625,              0.0087625
                     77,                 1.4901,                 1.4224,                 1.8508,                0.64676,                0.30885,                0.34006,                0.15847,                 2.7375,                 4.6375,                 3.2969,               0.008746,               0.008746,               0.008746
                     78,                 1.6423,                 1.5142,                 1.9134,                0.99852,                0.33333,                0.33685,                0.18337,                 2.5559,                 4.6203,                 3.1027,              0.0087295,              0.0087295,              0.0087295
                     79,                 1.5946,                 1.5395,                 1.8837,                0.41979,                0.49252,                0.43824,                 0.2385,                 1.9484,                 3.2426,                 2.5133,               0.008713,               0.008713,               0.008713
                     80,                 1.6071,                 1.4868,                 1.9343,                0.63463,                0.32353,                0.41685,                0.13678,                 2.5866,                 5.3996,                 3.7595,              0.0086965,              0.0086965,              0.0086965
                     81,                 1.6063,                 1.5259,                 1.9942,                0.51805,                0.21569,                 0.2313,                0.06219,                 3.0627,                 8.3783,                 4.6453,                0.00868,                0.00868,                0.00868
                     82,                 1.5191,                 1.5537,                 1.8902,                0.44871,                0.05882,                0.05713,                0.02667,                 2.4999,                 8.7757,                 3.3457,              0.0086635,              0.0086635,              0.0086635
                     83,                 1.5927,                 1.4308,                 1.8986,                0.62665,                0.20588,                0.27949,                0.20028,                  2.355,                 6.7614,                 3.1639,               0.008647,               0.008647,               0.008647
                     84,                 1.5231,                 1.3939,                 1.8026,                0.62698,                0.60477,                0.63984,                0.36413,                 1.8857,                 8.8817,                 2.3948,              0.0086305,              0.0086305,              0.0086305
                     85,                 1.5093,                 1.4736,                 1.8307,                0.51838,                0.68281,                0.51279,                0.26936,                 1.8519,                 16.483,                 2.3642,               0.008614,               0.008614,               0.008614
                     86,                 1.4563,                 1.2983,                 1.8222,                0.68634,                0.49206,                0.59149,                0.32436,                 2.0235,                 7.8608,                 2.6207,              0.0085975,              0.0085975,              0.0085975
                     87,                 1.4439,                 1.3207,                 1.7835,                 0.7979,                0.47573,                  0.557,                0.21228,                 2.4157,                 5.0777,                 3.0787,               0.008581,               0.008581,               0.008581
                     88,                 1.5735,                 1.4377,                 1.8885,                0.74588,                0.49206,                0.54071,                0.28829,                  1.949,                 6.1834,                 2.5939,              0.0085645,              0.0085645,              0.0085645
                     89,                 1.4823,                 1.3654,                 1.7911,                0.88889,                0.31559,                0.56751,                0.36606,                 1.5995,                  9.922,                 2.2251,               0.008548,               0.008548,               0.008548
                     90,                 1.4395,                 1.2621,                  1.741,                0.42803,                0.82976,                0.67901,                0.34011,                 1.6611,                 17.038,                 2.9254,              0.0085315,              0.0085315,              0.0085315
                     91,                 1.4702,                 1.3447,                 1.8189,                 0.5049,                0.92233,                0.71523,                0.39083,                 1.5713,                 13.873,                 2.8485,               0.008515,               0.008515,               0.008515
                     92,                 1.4027,                 1.2677,                 1.7489,                0.56136,                0.49206,                0.61897,                0.37917,                  1.637,                 10.609,                 2.4251,              0.0084985,              0.0084985,              0.0084985
                     93,                 1.3908,                 1.2848,                 1.7433,                 0.4644,                0.67655,                0.68673,                0.38537,                 1.5927,                  8.981,                 2.1315,               0.008482,               0.008482,               0.008482
                     94,                  1.396,                 1.2917,                 1.7222,                0.49306,                      1,                0.98468,                0.59857,                 1.3902,                 9.0609,                 2.0806,              0.0084655,              0.0084655,              0.0084655
                     95,                 1.5347,                 1.3486,                 1.8191,                0.51759,                      1,                0.98922,                0.49065,                 1.6489,                 10.114,                 2.7425,               0.008449,               0.008449,               0.008449
                     96,                 1.5957,                 1.4053,                 1.8467,                0.38536,                0.56667,                0.54722,                0.35191,                 1.4219,                 7.8343,                 2.2279,              0.0084325,              0.0084325,              0.0084325
                     97,                 1.3914,                 1.2951,                 1.7653,                0.94935,                0.33333,                0.48369,                0.30209,                 1.8661,                 5.8765,                 2.9972,               0.008416,               0.008416,               0.008416
                     98,                 1.4873,                 1.3475,                 1.8044,                0.75262,                0.10833,                0.08912,                0.02582,                 2.7219,                 10.997,                 4.6971,              0.0083995,              0.0083995,              0.0083995
                     99,                 1.4621,                 1.3235,                 1.6896,                0.35254,                0.41088,                0.41179,                 0.1562,                 2.2039,                 7.5001,                 3.6225,               0.008383,               0.008383,               0.008383
                    100,                 1.4814,                 1.3496,                 1.7816,                0.57521,                0.74127,                0.67973,                0.47032,                 1.4354,                 2.7924,                 1.7552,              0.0083665,              0.0083665,              0.0083665
                    101,                 1.3372,                  1.193,                 1.6974,                0.56499,                0.59286,                0.61565,                0.43633,                 1.2884,                 3.3627,                 1.5855,                0.00835,                0.00835,                0.00835
                    102,                 1.3782,                 1.2685,                 1.6821,                0.76383,                0.48734,                0.55283,                0.36621,                 1.4702,                 2.9703,                 1.7755,              0.0083335,              0.0083335,              0.0083335
                    103,                 1.3594,                  1.166,                 1.6451,                0.56619,                0.47983,                0.53338,                0.31055,                 1.9893,                 3.0105,                 2.4125,               0.008317,               0.008317,               0.008317
                    104,                 1.4187,                 1.2415,                 1.6678,                0.78839,                0.73567,                0.78736,                0.46212,                 1.4717,                 1.9143,                 1.6559,              0.0083005,              0.0083005,              0.0083005
                    105,                 1.3564,                 1.2057,                 1.6764,                0.70728,                0.59622,                0.61356,                0.44395,                 1.1934,                 3.4518,                  1.425,               0.008284,               0.008284,               0.008284
                    106,                 1.3066,                 1.1997,                 1.6546,                0.66502,                0.89929,                0.77172,                0.53413,                 1.2865,                 4.1755,                 1.4969,              0.0082675,              0.0082675,              0.0082675
                    107,                 1.3188,                 1.1978,                 1.6039,                0.50053,                0.59456,                0.55389,                0.28958,                 1.8549,                  3.337,                 2.1622,               0.008251,               0.008251,               0.008251
                    108,                 1.3976,                 1.2026,                 1.6775,                0.65588,                 0.7313,                0.72425,                0.39211,                 1.7586,                 2.0496,                  2.267,              0.0082345,              0.0082345,              0.0082345
                    109,                 1.4195,                 1.2118,                 1.7395,                0.75271,                0.88299,                0.87296,                 0.4784,                 1.4587,                 2.4457,                 1.9061,               0.008218,               0.008218,               0.008218
                    110,                 1.3576,                 1.1906,                 1.6656,                0.97346,                 0.9004,                0.98381,                0.64876,                 1.2276,                 1.8223,                 1.4017,              0.0082015,              0.0082015,              0.0082015
                    111,                  1.259,                  1.105,                 1.5208,                0.91811,                0.87123,                 0.9727,                0.60216,                 1.2668,                 1.7438,                 1.3619,               0.008185,               0.008185,               0.008185
                    112,                 1.3398,                 1.1985,                 1.5671,                0.43346,                0.72629,                0.64511,                0.40224,                 1.3548,                 3.9212,                   1.55,              0.0081685,              0.0081685,              0.0081685
                    113,                  1.319,                 1.2124,                 1.6121,                0.45993,                0.62502,                0.65083,                0.48643,                 1.0341,                 4.6006,                 1.3478,               0.008152,               0.008152,               0.008152
                    114,                 1.2713,                 1.1231,                 1.5862,                0.74777,                0.83506,                0.95784,                0.64714,                 1.1714,                 2.9827,                 1.4479,              0.0081355,              0.0081355,              0.0081355
                    115,                 1.2123,                 1.0947,                 1.6166,                0.94764,                0.96119,                0.99137,                0.55576,                 1.4178,                 2.2503,                 1.6884,               0.008119,               0.008119,               0.008119
                    116,                 1.3428,                 1.1919,                 1.5719,                0.85106,                0.77137,                 0.8031,                0.49448,                 1.3448,                 1.8111,                 1.6368,              0.0081025,              0.0081025,              0.0081025
                    117,                 1.2944,                 1.1739,                 1.5987,                0.79537,                0.71047,                0.76254,                0.51786,                 1.2368,                 1.7037,                 1.4697,               0.008086,               0.008086,               0.008086
                    118,                 1.3027,                  1.126,                 1.5807,                0.78094,                0.85456,                0.85269,                0.55286,                 1.2936,                 1.2793,                 1.4809,              0.0080695,              0.0080695,              0.0080695
                    119,                 1.2886,                 1.0712,                 1.5965,                0.97656,                0.82433,                0.92778,                0.51112,                 1.4854,                 1.0918,                 1.6273,               0.008053,               0.008053,               0.008053
                    120,                 1.3932,                 1.1872,                 1.6696,                0.97058,                0.94791,                0.99307,                0.60388,                 1.3081,                 1.2616,                 1.4678,              0.0080365,              0.0080365,              0.0080365
                    121,                 1.3526,                 1.0889,                 1.5569,                0.90871,                0.94011,                0.97554,                0.62706,                 1.2454,                 0.9943,                 1.4093,                0.00802,                0.00802,                0.00802
                    122,                 1.2497,                 1.0097,                 1.4991,                0.74269,                0.67899,                0.72064,                0.41781,                 1.4855,                 1.4956,                  1.626,              0.0080035,              0.0080035,              0.0080035
                    123,                 1.2475,                 1.0892,                  1.554,                0.67284,                0.74474,                0.71684,                0.41169,                 1.4536,                 1.5167,                 1.5685,               0.007987,               0.007987,               0.007987
                    124,                 1.2558,                 1.1043,                 1.6004,                0.76524,                0.88889,                0.93295,                0.59178,                 1.2044,                 1.9403,                 1.3929,              0.0079705,              0.0079705,              0.0079705
                    125,                 1.2324,                 1.1219,                 1.5315,                0.85575,                0.85714,                0.93147,                0.64431,                 1.0349,                 1.7883,                  1.279,               0.007954,               0.007954,               0.007954
                    126,                 1.2143,                 1.0944,                 1.5237,                0.94094,                0.90897,                0.98027,                0.67383,                 1.1216,                 1.3987,                 1.3876,              0.0079375,              0.0079375,              0.0079375
                    127,                 1.2205,                 1.0671,                 1.5077,                0.82974,                0.90299,                0.95827,                0.71611,                 0.9613,                 1.3643,                 1.2073,               0.007921,               0.007921,               0.007921
                    128,                 1.1858,                 1.0181,                 1.4891,                0.76655,                 0.8881,                0.86319,                 0.5947,                 1.1533,                 1.4516,                 1.3434,              0.0079045,              0.0079045,              0.0079045
                    129,                 1.2237,                 1.0432,                 1.5917,                0.90228,                0.85965,                0.92792,                0.57752,                 1.2854,                 1.6137,                 1.4613,               0.007888,               0.007888,               0.007888
                    130,                 1.2367,                 1.0635,                 1.5859,                 0.5117,                0.65394,                0.67412,                0.45604,                 1.2118,                 2.1681,                 1.3222,              0.0078715,              0.0078715,              0.0078715
                    131,                 1.1544,                0.99309,                 1.4585,                0.52422,                0.64087,                0.68256,                  0.482,                 1.0587,                 2.3152,                 1.2423,               0.007855,               0.007855,               0.007855
                    132,                 1.2255,                0.98006,                 1.4563,                0.82102,                0.74363,                0.80969,                0.49937,                  1.236,                 2.8919,                 1.4985,              0.0078385,              0.0078385,              0.0078385
                    133,                 1.3313,                 1.1334,                 1.5314,                0.91388,                0.89557,                0.96216,                0.67079,                 1.1794,                  1.745,                 1.3557,               0.007822,               0.007822,               0.007822
